
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
125.072,1840.299,-15.004,0.011,15.004,0.047,-132.559,0.007,132.559,180.023,2.097,0.046,28.591,-80.615,9.786,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.482e6,0,203.753,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.147,2.989,810.4,333.11,0.5,0.559
125.572,1832.798,-14.997,0.014,14.999,0.235,-133.578,0.007,133.578,180.023,1.98,0.234,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.483e6,0,203.871,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.741,3.038,811.1,333.14,0.5,0.559
126.072,1825.301,-14.992,0.01,14.992,0.067,-134.56,0.007,134.56,180.023,1.947,0.066,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.483e6,0,203.732,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.881,3.087,811.9,333.17,0.5,0.56
126.572,1817.807,-14.987,0.011,14.987,0.036,-135.537,0.007,135.537,180.023,1.964,0.035,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.484e6,0,203.749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.003,3.136,812.6,333.199,0.5,0.56
127.072,1810.315,-14.981,0.012,14.981,0.141,-136.537,0.007,136.537,180.023,2.034,0.14,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.485e6,0,203.799,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.182,3.184,813.4,333.229,0.5,0.56
127.572,1802.826,-14.975,0.012,14.976,0.15,-137.573,0.007,137.573,180.023,2.109,0.15,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.485e6,0,203.796,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.266,3.233,814.2,333.258,0.5,0.56
128.072,1795.34,-14.969,0.012,14.97,0.195,-138.652,0.006,138.652,180.023,2.206,0.195,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.486e6,0,203.824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.41,3.282,814.9,333.288,0.5,0.56
128.572,1787.857,-14.964,0.01,14.964,0.052,-139.748,0.006,139.748,180.023,2.181,0.051,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.486e6,0,203.734,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.131,3.33,815.7,333.317,0.5,0.56
129.072,1780.377,-14.958,0.011,14.959,0.128,-140.823,0.006,140.823,180.023,2.117,0.127,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.487e6,0,203.782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.99,3.379,816.4,333.347,0.5,0.56
129.572,1772.899,-14.952,0.011,14.953,0.136,-141.864,0.006,141.864,180.023,2.049,0.135,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.488e6,0,203.785,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.913,3.428,817.2,333.376,0.5,0.56
130.072,1765.424,-14.947,0.011,14.947,0.124,-142.905,0.006,142.905,180.023,2.111,0.123,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.488e6,0,203.778,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.24,3.476,817.9,333.405,0.5,0.56
130.572,1757.953,-14.94,0.014,14.942,0.249,-143.991,0.006,143.991,180.023,2.235,0.249,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.489e6,0,203.879,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.493,3.525,818.7,333.435,0.5,0.56
131.072,1750.484,-14.936,0.009,14.936,0.071,-145.1,0.006,145.1,180.023,2.2,0.07,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.489e6,0,203.723,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.131,3.573,819.5,333.464,0.5,0.56
131.572,1743.017,-14.93,0.01,14.93,0.048,-146.194,0.006,146.194,180.023,2.177,0.047,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.49e6,0,203.747,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.132,3.622,820.2,333.494,0.5,0.56
132.072,1735.553,-14.925,0.011,14.925,0.033,-147.279,0.006,147.279,180.023,2.161,0.032,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.49e6,0,203.756,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.131,3.67,821,333.523,0.5,0.561
132.572,1728.092,-14.92,0.011,14.92,0.036,-148.363,0.005,148.363,180.023,2.178,0.034,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.491e6,0,203.762,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.216,3.719,821.7,333.553,0.5,0.561
133.072,1720.634,-14.912,0.016,14.915,0.313,-149.413,0.005,149.413,180.023,2.022,0.313,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.492e6,0,203.966,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.705,3.767,822.5,333.582,0.5,0.561
133.572,1713.18,-14.907,0.008,14.908,0.117,-150.41,0.005,150.41,180.023,1.963,0.117,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.492e6,0,203.723,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.847,3.816,823.2,333.611,0.5,0.561
134.072,1705.727,-14.903,0.01,14.903,0.072,-151.4,0.005,151.4,180.023,1.999,0.071,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.493e6,0,203.742,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.074,3.864,824,333.641,0.5,0.561
134.572,1698.277,-14.897,0.011,14.897,0.103,-152.412,0.005,152.412,180.023,2.05,0.103,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.493e6,0,203.772,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.158,3.913,824.7,333.67,0.5,0.561
135.072,1690.83,-14.892,0.011,14.892,0.111,-153.451,0.005,153.451,180.023,2.106,0.111,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.494e6,0,203.778,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.222,3.961,825.5,333.699,0.5,0.561
135.572,1683.386,-14.886,0.011,14.887,0.134,-154.521,0.005,154.521,180.023,2.173,0.134,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.495e6,0,203.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.312,4.01,826.2,333.729,0.5,0.561
136.072,1675.944,-14.88,0.012,14.881,0.182,-155.585,0.005,155.585,180.023,2.082,0.181,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.495e6,0,203.815,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.9,4.058,827,333.758,0.5,0.561
136.572,1668.505,-14.875,0.01,14.875,0.05,-156.619,0.005,156.619,180.023,2.057,0.049,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.496e6,0,203.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.011,4.106,827.8,333.787,0.5,0.561
137.072,1661.069,-14.87,0.011,14.87,0.125,-157.633,0.004,157.633,180.023,1.995,0.125,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.496e6,0,203.785,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.871,4.155,828.5,333.817,0.5,0.561
137.572,1653.636,-14.865,0.01,14.865,0.022,-158.628,0.004,158.628,180.023,1.985,0.02,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.497e6,0,203.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.968,4.203,829.3,333.846,0.5,0.561
138.072,1646.205,-14.859,0.011,14.859,0.027,-159.617,0.004,159.617,180.023,1.973,0.025,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.497e6,0,203.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.95,4.251,830,333.875,0.5,0.561
138.572,1638.777,-14.853,0.012,14.854,0.132,-160.587,0.004,160.587,180.023,1.907,0.131,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.045,2.498e6,0,203.798,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.777,4.3,830.8,333.904,0.5,0.562
139.072,1631.351,-14.848,0.011,14.848,0.095,-161.529,0.004,161.529,180.023,1.86,0.094,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.044,2.499e6,0,203.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.767,4.348,831.5,333.934,0.5,0.562
139.572,1623.929,-14.843,0.01,14.843,0.043,-162.454,0.004,162.454,180.023,1.839,0.042,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.044,2.499e6,0,203.758,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.799,4.396,832.3,333.963,0.5,0.562
140.072,1616.509,-14.836,0.015,14.838,0.278,-163.408,0.004,163.408,180.023,1.978,0.278,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.044,2.5e6,0,203.926,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.263,4.444,833,333.992,0.5,0.562
140.572,1609.092,-14.831,0.009,14.832,0.126,-164.413,0.004,164.413,180.023,2.041,0.126,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.044,2.5e6,0,203.743,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.172,4.493,833.8,334.021,0.5,0.562
141.072,1601.678,-14.826,0.01,14.827,0.122,-165.449,0.004,165.449,180.023,2.102,0.122,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.044,2.501e6,0,203.766,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.228,4.541,834.5,334.051,0.5,0.562
141.572,1594.266,-14.821,0.01,14.821,0.1,-166.512,0.003,166.512,180.023,2.152,0.1,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.044,2.501e6,0,203.765,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.256,4.589,835.3,334.08,0.5,0.562
142.072,1586.857,-14.816,0.01,14.816,0.074,-167.579,0.003,167.579,180.023,2.115,0.073,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.044,2.502e6,0,203.761,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.044,4.637,836,334.109,0.5,0.562
142.572,1579.45,-14.811,0.011,14.811,0.069,-168.628,0.003,168.628,180.023,2.081,0.069,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.044,2.503e6,0,203.765,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.014,4.685,836.8,334.138,0.5,0.562
143.072,1572.047,-14.804,0.014,14.806,0.266,-169.635,0.003,169.635,180.023,1.948,0.266,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.044,2.503e6,0,203.906,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.682,4.734,837.5,334.167,0.5,0.562
143.572,1564.646,-14.799,0.008,14.8,0.055,-170.602,0.003,170.602,180.023,1.921,0.054,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.044,2.504e6,0,203.72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.869,4.782,838.3,334.197,0.5,0.562
144.072,1557.247,-14.794,0.01,14.795,0.096,-171.575,0.003,171.575,180.023,1.969,0.095,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.044,2.504e6,0,203.766,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.068,4.83,839,334.226,0.5,0.562
144.572,1549.852,-14.789,0.011,14.79,0.163,-172.539,0.003,172.539,180.023,1.888,0.162,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.044,2.505e6,0,203.807,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.726,4.878,839.8,334.255,0.5,0.562
145.072,1542.459,-14.783,0.012,14.784,0.203,-173.508,0.003,173.508,180.023,1.989,0.203,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.044,2.505e6,0,203.832,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.197,4.926,840.5,334.284,0.5,0.563
145.572,1535.069,-14.778,0.01,14.779,0.169,-174.524,0.003,174.524,180.023,2.073,0.169,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.044,2.506e6,0,203.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.247,4.974,841.3,334.313,0.5,0.563
146.072,1527.681,-14.773,0.01,14.773,0.13,-175.544,0.003,175.544,180.023,2.009,0.129,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.044,2.506e6,0,203.767,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.881,5.022,842,334.342,0.5,0.563
146.572,1520.296,-14.768,0.01,14.768,0.104,-176.536,0.002,176.536,180.023,1.957,0.103,28.591,-80.615,9.787,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.044,2.507e6,0,203.764,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.856,5.07,842.8,334.371,0.5,0.563
147.072,1512.913,-14.763,0.01,14.763,0.014,-177.513,0.002,177.513,180.023,1.953,0.01,28.591,-80.615,9.788,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.044,2.508e6,0,203.751,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.946,5.118,843.5,334.4,0.5,0.563
147.572,1505.533,-14.758,0.01,14.758,0.062,-178.497,0.002,178.497,180.023,1.983,0.061,28.591,-80.615,9.788,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.044,2.508e6,0,203.769,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.047,5.166,844.3,334.43,0.5,0.563
148.072,1498.155,-14.752,0.011,14.753,0.083,-179.478,0.002,179.478,180.023,1.941,0.083,28.591,-80.615,9.788,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.044,2.509e6,0,203.775,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.861,5.214,845,334.459,0.5,0.563
148.572,1490.781,-14.746,0.012,14.748,0.175,-180.471,0.002,180.471,180.023,2.029,0.175,28.591,-80.615,9.788,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.044,2.509e6,0,203.828,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.207,5.262,845.8,334.488,0.5,0.563
149.072,1483.409,-14.741,0.012,14.742,0.193,-181.461,0.002,181.461,180.023,1.932,0.193,28.591,-80.615,9.788,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.044,2.51e6,0,203.829,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.741,5.31,846.5,334.517,0.5,0.563
149.572,1476.04,-14.735,0.011,14.736,0.155,-182.408,0.002,182.408,180.023,1.855,0.155,28.591,-80.615,9.788,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.044,2.51e6,0,203.794,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.702,5.358,847.3,334.546,0.5,0.563
150.072,1468.673,-14.731,0.01,14.731,0.015,-183.334,0.002,183.334,180.023,1.849,0.012,28.591,-80.615,9.788,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.044,2.511e6,0,203.752,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.84,5.406,848.1,334.575,0.5,0.564
150.572,1461.31,-14.725,0.011,14.725,0.09,-184.269,0.002,184.269,180.023,1.894,0.089,28.591,-80.615,9.788,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.044,2.512e6,0,203.788,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.986,5.454,848.9,334.604,0.5,0.564
151.072,1453.949,-14.718,0.015,14.72,0.278,-185.251,0.002,185.251,180.023,2.033,0.278,28.591,-80.615,9.788,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.044,2.512e6,0,203.937,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.314,5.501,849.7,334.633,0.5,0.564
151.572,1446.591,-14.714,0.008,14.714,0.032,-186.263,0.001,186.263,180.023,2.017,0.031,28.591,-80.615,9.788,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.044,2.513e6,0,203.724,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.988,5.549,850.5,334.662,0.5,0.564
152.072,1439.236,-14.709,0.01,14.709,0.018,-187.273,0.001,187.273,180.023,2.024,0.015,28.591,-80.615,9.788,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.044,2.514e6,0,203.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.042,5.597,851.2,334.691,0.5,0.564
152.572,1431.883,-14.703,0.012,14.703,0.149,-188.304,0.001,188.304,180.023,2.099,0.149,28.591,-80.615,9.788,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.044,2.514e6,0,203.821,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.25,5.645,852,334.72,0.5,0.564
153.072,1424.533,-14.698,0.01,14.698,0.014,-189.352,0.001,189.352,180.023,2.094,0.01,28.591,-80.615,9.788,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.044,2.515e6,0,203.762,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.086,5.693,852.8,334.749,0.5,0.564
153.572,1417.185,-14.692,0.011,14.692,0.012,-190.398,9.818e-4,190.398,180.023,2.09,0.006,28.591,-80.615,9.788,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.044,2.515e6,0,203.774,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.087,5.741,853.6,334.778,0.5,0.564
154.072,1409.84,-14.686,0.012,14.687,0.146,-191.425,8.742e-4,191.425,180.023,2.017,0.146,28.591,-80.615,9.788,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.044,2.516e6,0,203.822,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.874,5.788,854.4,334.807,0.5,0.564
154.572,1402.499,-14.681,0.01,14.681,0.062,-192.426,7.665e-4,192.426,180.023,1.987,0.061,28.591,-80.615,9.788,NaN,NaN,NaN,NaN,2.08e4,4331,NaN,NaN,NaN,NaN,NaN,0.044,2.517e6,0,203.772,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.929,5.836,855.2,334.836,0.5,0.564
